,date,state,name,wholesalePrice,retailPrice,shoppingmallPrice,units,image
1755,2024-06-02,Uttar Pradesh,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
1756,2024-06-02,Uttar Pradesh,Dill Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/dillleaves-64.png
1757,2024-06-02,Uttar Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
1758,2024-06-02,Uttar Pradesh,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
1759,2024-06-02,Uttar Pradesh,Brinjal (Big),36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjalbig-64.png
1760,2024-06-02,Uttar Pradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
1761,2024-06-02,Uttar Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
1762,2024-06-02,Uttar Pradesh,French Beans,173,199 - 220,208 - 285,1kg,resource/images/vegetables/frenchbeans-64.png
1763,2024-06-02,Uttar Pradesh,Garlic,264,304 - 335,317 - 436,1kg,resource/images/vegetables/garlic-64.png
1764,2024-06-02,Uttar Pradesh,Ginger,138,159 - 175,166 - 228,1kg,resource/images/vegetables/ginger-64.png
1765,2024-06-02,Uttar Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
1766,2024-06-02,Uttar Pradesh,Green Peas,44,51 - 56,53 - 73,1kg,resource/images/vegetables/greenpeas-64.png
1767,2024-06-02,Uttar Pradesh,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
1768,2024-06-02,Uttar Pradesh,Lemon (Lime),96,110 - 122,115 - 158,1kg,resource/images/vegetables/lemon-64.png
1769,2024-06-02,Uttar Pradesh,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
1770,2024-06-02,Uttar Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
1771,2024-06-02,Uttar Pradesh,Mushroom,81,93 - 103,97 - 134,1kg,resource/images/vegetables/mushroom-64.png
1772,2024-06-02,Uttar Pradesh,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
1773,2024-06-02,Uttar Pradesh,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
1774,2024-06-02,Uttar Pradesh,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
1775,2024-06-02,Uttar Pradesh,Radish,30,35 - 38,36 - 50,1kg,resource/images/vegetables/radish-64.png
1776,2024-06-02,Uttar Pradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ridgegourd-64.png
1777,2024-06-02,Uttar Pradesh,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,resource/images/vegetables/shallot-64.png
1778,2024-06-02,Uttar Pradesh,Snake Gourd,40,46 - 51,48 - 66,1kg,resource/images/vegetables/snakegourd-64.png
1779,2024-06-02,Uttar Pradesh,Sorrel Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/sorrelleaves-64.png
1780,2024-06-02,Uttar Pradesh,Spinach,16,18 - 20,19 - 26,1kg,resource/images/vegetables/spinach-64.png
1781,2024-06-02,Uttar Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
1782,2024-06-03,Uttar Pradesh,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
1783,2024-06-03,Uttar Pradesh,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
1784,2024-06-03,Uttar Pradesh,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
1785,2024-06-03,Uttar Pradesh,Green Chilli,86,99 - 109,103 - 142,1kg,resource/images/vegetables/greenchili-64.png
1786,2024-06-03,Uttar Pradesh,Beetroot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/beetroot-64.png
1787,2024-06-03,Uttar Pradesh,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
1788,2024-06-03,Uttar Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
1789,2024-06-03,Uttar Pradesh,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
1790,2024-06-03,Uttar Pradesh,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
1791,2024-06-03,Uttar Pradesh,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
1792,2024-06-03,Uttar Pradesh,Baby Corn,52,60 - 66,62 - 86,1kg,resource/images/vegetables/babycorn-64.png
1793,2024-06-03,Uttar Pradesh,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
1794,2024-06-03,Uttar Pradesh,Capsicum,47,54 - 60,56 - 78,1kg,resource/images/vegetables/capsicum-64.png
1795,2024-06-03,Uttar Pradesh,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
1796,2024-06-03,Uttar Pradesh,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
1797,2024-06-03,Uttar Pradesh,Butter Beans,54,62 - 69,65 - 89,1kg,resource/images/vegetables/butterbeans-64.png
1798,2024-06-03,Uttar Pradesh,Broad Beans,68,78 - 86,82 - 112,1kg,resource/images/vegetables/broadbeans-64.png
1799,2024-06-03,Uttar Pradesh,Cabbage,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cabbage-64.png
1800,2024-06-03,Uttar Pradesh,Carrot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/carrot-64.png
1801,2024-06-03,Uttar Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
1802,2024-06-03,Uttar Pradesh,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
1803,2024-06-03,Uttar Pradesh,Coconut,33,38 - 42,40 - 54,1kg,resource/images/vegetables/coconut-64.png
1804,2024-06-03,Uttar Pradesh,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
1805,2024-06-03,Uttar Pradesh,Colocasia,30,35 - 38,36 - 50,1kg,resource/images/vegetables/colocasia-64.png
1806,2024-06-03,Uttar Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
1807,2024-06-03,Uttar Pradesh,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
1808,2024-06-03,Uttar Pradesh,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
1809,2024-06-03,Uttar Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,resource/images/vegetables/curryleaves-64.png
1810,2024-06-03,Uttar Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
1811,2024-06-03,Uttar Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
1812,2024-06-03,Uttar Pradesh,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
1813,2024-06-03,Uttar Pradesh,Brinjal (Big),35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjalbig-64.png
1814,2024-06-03,Uttar Pradesh,Elephant Yam,36,41 - 46,43 - 59,1kg,resource/images/vegetables/elephantyam-64.png
1815,2024-06-03,Uttar Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
1816,2024-06-03,Uttar Pradesh,French Beans,183,210 - 232,220 - 302,1kg,resource/images/vegetables/frenchbeans-64.png
1817,2024-06-03,Uttar Pradesh,Garlic,280,322 - 356,336 - 462,1kg,resource/images/vegetables/garlic-64.png
1818,2024-06-03,Uttar Pradesh,Ginger,123,141 - 156,148 - 203,1kg,resource/images/vegetables/ginger-64.png
1819,2024-06-03,Uttar Pradesh,Onion Green,41,47 - 52,49 - 68,1kg,resource/images/vegetables/oniongreen-64.png
1820,2024-06-03,Uttar Pradesh,Green Peas,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenpeas-64.png
1821,2024-06-03,Uttar Pradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/ivygourd-64.png
1822,2024-06-03,Uttar Pradesh,Lemon (Lime),93,107 - 118,112 - 153,1kg,resource/images/vegetables/lemon-64.png
1823,2024-06-03,Uttar Pradesh,Mango Raw,28,32 - 36,34 - 46,1kg,resource/images/vegetables/mangoraw-64.png
1824,2024-06-03,Uttar Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
1825,2024-06-03,Uttar Pradesh,Mushroom,77,89 - 98,92 - 127,1kg,resource/images/vegetables/mushroom-64.png
1826,2024-06-03,Uttar Pradesh,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
1827,2024-06-03,Uttar Pradesh,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
1828,2024-06-03,Uttar Pradesh,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
1829,2024-06-03,Uttar Pradesh,Radish,35,40 - 44,42 - 58,1kg,resource/images/vegetables/radish-64.png
1830,2024-06-03,Uttar Pradesh,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
1831,2024-06-03,Uttar Pradesh,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
1832,2024-06-03,Uttar Pradesh,Snake Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/snakegourd-64.png
1833,2024-06-03,Uttar Pradesh,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
1834,2024-06-03,Uttar Pradesh,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
1835,2024-06-03,Uttar Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
1836,2024-06-04,Uttar Pradesh,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
1837,2024-06-04,Uttar Pradesh,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
1838,2024-06-04,Uttar Pradesh,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
1839,2024-06-04,Uttar Pradesh,Green Chilli,86,99 - 109,103 - 142,1kg,resource/images/vegetables/greenchili-64.png
1840,2024-06-04,Uttar Pradesh,Beetroot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/beetroot-64.png
1841,2024-06-04,Uttar Pradesh,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
1842,2024-06-04,Uttar Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
1843,2024-06-04,Uttar Pradesh,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
1844,2024-06-04,Uttar Pradesh,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
1845,2024-06-04,Uttar Pradesh,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
1846,2024-06-04,Uttar Pradesh,Baby Corn,52,60 - 66,62 - 86,1kg,resource/images/vegetables/babycorn-64.png
1847,2024-06-04,Uttar Pradesh,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
1848,2024-06-04,Uttar Pradesh,Capsicum,47,54 - 60,56 - 78,1kg,resource/images/vegetables/capsicum-64.png
1849,2024-06-04,Uttar Pradesh,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
1850,2024-06-04,Uttar Pradesh,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
1851,2024-06-04,Uttar Pradesh,Butter Beans,54,62 - 69,65 - 89,1kg,resource/images/vegetables/butterbeans-64.png
1852,2024-06-04,Uttar Pradesh,Broad Beans,68,78 - 86,82 - 112,1kg,resource/images/vegetables/broadbeans-64.png
1853,2024-06-04,Uttar Pradesh,Cabbage,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cabbage-64.png
1854,2024-06-04,Uttar Pradesh,Carrot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/carrot-64.png
1855,2024-06-04,Uttar Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
1856,2024-06-04,Uttar Pradesh,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
1857,2024-06-04,Uttar Pradesh,Coconut,33,38 - 42,40 - 54,1kg,resource/images/vegetables/coconut-64.png
1858,2024-06-04,Uttar Pradesh,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
1859,2024-06-04,Uttar Pradesh,Colocasia,30,35 - 38,36 - 50,1kg,resource/images/vegetables/colocasia-64.png
1860,2024-06-04,Uttar Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
1861,2024-06-04,Uttar Pradesh,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
1862,2024-06-04,Uttar Pradesh,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
1863,2024-06-04,Uttar Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,resource/images/vegetables/curryleaves-64.png
1864,2024-06-04,Uttar Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
1865,2024-06-04,Uttar Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
1866,2024-06-04,Uttar Pradesh,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
1867,2024-06-04,Uttar Pradesh,Brinjal (Big),35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjalbig-64.png
1868,2024-06-04,Uttar Pradesh,Elephant Yam,36,41 - 46,43 - 59,1kg,resource/images/vegetables/elephantyam-64.png
1869,2024-06-04,Uttar Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
1870,2024-06-04,Uttar Pradesh,French Beans,183,210 - 232,220 - 302,1kg,resource/images/vegetables/frenchbeans-64.png
1871,2024-06-04,Uttar Pradesh,Garlic,280,322 - 356,336 - 462,1kg,resource/images/vegetables/garlic-64.png
1872,2024-06-04,Uttar Pradesh,Ginger,123,141 - 156,148 - 203,1kg,resource/images/vegetables/ginger-64.png
1873,2024-06-04,Uttar Pradesh,Onion Green,41,47 - 52,49 - 68,1kg,resource/images/vegetables/oniongreen-64.png
1874,2024-06-04,Uttar Pradesh,Green Peas,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenpeas-64.png
1875,2024-06-04,Uttar Pradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/ivygourd-64.png
1876,2024-06-04,Uttar Pradesh,Lemon (Lime),93,107 - 118,112 - 153,1kg,resource/images/vegetables/lemon-64.png
1877,2024-06-04,Uttar Pradesh,Mango Raw,28,32 - 36,34 - 46,1kg,resource/images/vegetables/mangoraw-64.png
1878,2024-06-04,Uttar Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
1879,2024-06-04,Uttar Pradesh,Mushroom,77,89 - 98,92 - 127,1kg,resource/images/vegetables/mushroom-64.png
1880,2024-06-04,Uttar Pradesh,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
1881,2024-06-04,Uttar Pradesh,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
1882,2024-06-04,Uttar Pradesh,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
1883,2024-06-04,Uttar Pradesh,Radish,35,40 - 44,42 - 58,1kg,resource/images/vegetables/radish-64.png
1884,2024-06-04,Uttar Pradesh,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
1885,2024-06-04,Uttar Pradesh,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
1886,2024-06-04,Uttar Pradesh,Snake Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/snakegourd-64.png
1887,2024-06-04,Uttar Pradesh,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
1888,2024-06-04,Uttar Pradesh,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
1889,2024-06-04,Uttar Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
1890,2024-06-05,Uttar Pradesh,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
1891,2024-06-05,Uttar Pradesh,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
1892,2024-06-05,Uttar Pradesh,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
1893,2024-06-05,Uttar Pradesh,Green Chilli,86,99 - 109,103 - 142,1kg,resource/images/vegetables/greenchili-64.png
1894,2024-06-05,Uttar Pradesh,Beetroot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/beetroot-64.png
1895,2024-06-05,Uttar Pradesh,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
1896,2024-06-05,Uttar Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
1897,2024-06-05,Uttar Pradesh,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
1898,2024-06-05,Uttar Pradesh,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
1899,2024-06-05,Uttar Pradesh,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
1900,2024-06-05,Uttar Pradesh,Baby Corn,52,60 - 66,62 - 86,1kg,resource/images/vegetables/babycorn-64.png
1901,2024-06-05,Uttar Pradesh,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
1902,2024-06-05,Uttar Pradesh,Capsicum,47,54 - 60,56 - 78,1kg,resource/images/vegetables/capsicum-64.png
1903,2024-06-05,Uttar Pradesh,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
1904,2024-06-05,Uttar Pradesh,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
1905,2024-06-05,Uttar Pradesh,Butter Beans,54,62 - 69,65 - 89,1kg,resource/images/vegetables/butterbeans-64.png
1906,2024-06-05,Uttar Pradesh,Broad Beans,68,78 - 86,82 - 112,1kg,resource/images/vegetables/broadbeans-64.png
1907,2024-06-05,Uttar Pradesh,Cabbage,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cabbage-64.png
1908,2024-06-05,Uttar Pradesh,Carrot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/carrot-64.png
1909,2024-06-05,Uttar Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
1910,2024-06-05,Uttar Pradesh,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
1911,2024-06-05,Uttar Pradesh,Coconut,33,38 - 42,40 - 54,1kg,resource/images/vegetables/coconut-64.png
1912,2024-06-05,Uttar Pradesh,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
1913,2024-06-05,Uttar Pradesh,Colocasia,30,35 - 38,36 - 50,1kg,resource/images/vegetables/colocasia-64.png
1914,2024-06-05,Uttar Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
1915,2024-06-05,Uttar Pradesh,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
1916,2024-06-05,Uttar Pradesh,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
1917,2024-06-05,Uttar Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,resource/images/vegetables/curryleaves-64.png
1918,2024-06-05,Uttar Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
1919,2024-06-05,Uttar Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
1920,2024-06-05,Uttar Pradesh,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
1921,2024-06-05,Uttar Pradesh,Brinjal (Big),35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjalbig-64.png
1922,2024-06-05,Uttar Pradesh,Elephant Yam,36,41 - 46,43 - 59,1kg,resource/images/vegetables/elephantyam-64.png
1923,2024-06-05,Uttar Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
1924,2024-06-05,Uttar Pradesh,French Beans,183,210 - 232,220 - 302,1kg,resource/images/vegetables/frenchbeans-64.png
1925,2024-06-05,Uttar Pradesh,Garlic,280,322 - 356,336 - 462,1kg,resource/images/vegetables/garlic-64.png
1926,2024-06-05,Uttar Pradesh,Ginger,123,141 - 156,148 - 203,1kg,resource/images/vegetables/ginger-64.png
1927,2024-06-05,Uttar Pradesh,Onion Green,41,47 - 52,49 - 68,1kg,resource/images/vegetables/oniongreen-64.png
1928,2024-06-05,Uttar Pradesh,Green Peas,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenpeas-64.png
1929,2024-06-05,Uttar Pradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/ivygourd-64.png
1930,2024-06-05,Uttar Pradesh,Lemon (Lime),93,107 - 118,112 - 153,1kg,resource/images/vegetables/lemon-64.png
1931,2024-06-05,Uttar Pradesh,Mango Raw,28,32 - 36,34 - 46,1kg,resource/images/vegetables/mangoraw-64.png
1932,2024-06-05,Uttar Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
1933,2024-06-05,Uttar Pradesh,Mushroom,77,89 - 98,92 - 127,1kg,resource/images/vegetables/mushroom-64.png
1934,2024-06-05,Uttar Pradesh,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
1935,2024-06-05,Uttar Pradesh,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
1936,2024-06-05,Uttar Pradesh,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
1937,2024-06-05,Uttar Pradesh,Radish,35,40 - 44,42 - 58,1kg,resource/images/vegetables/radish-64.png
1938,2024-06-05,Uttar Pradesh,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
1939,2024-06-05,Uttar Pradesh,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
1940,2024-06-05,Uttar Pradesh,Snake Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/snakegourd-64.png
1941,2024-06-05,Uttar Pradesh,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
1942,2024-06-05,Uttar Pradesh,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
1943,2024-06-05,Uttar Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
1944,2024-06-06,Uttar Pradesh,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
1945,2024-06-06,Uttar Pradesh,Onion Small,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionsmall-64.png
1946,2024-06-06,Uttar Pradesh,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
1947,2024-06-06,Uttar Pradesh,Green Chilli,84,97 - 107,101 - 139,1kg,resource/images/vegetables/greenchili-64.png
1948,2024-06-06,Uttar Pradesh,Beetroot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/beetroot-64.png
1949,2024-06-06,Uttar Pradesh,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
1950,2024-06-06,Uttar Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
1951,2024-06-06,Uttar Pradesh,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
1952,2024-06-06,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
